residence_name,website_url,associated_brand,brief_subtitle,brief_description,budget_start_range,budget_end_range,city,country,address
Trump World,https://www.trump.com/residential-real-estate-portfolio/trump-world-seoul-south-korea,Trump,"Rising above Seoul's skyline, this luxurious haven offers panoramic cityscape serenity.","This luxurious residence boasts breathtaking skyline views, exclusive access to top-tier amenities, and a prime location near vibrant cultural hotspots.",6000000000,3000000000,Seoul,South Korea,"Trump World Tower, 30, Teheran-ro 87-gil, Gangnam-gu, Seoul, South Korea."
Trump Towers,https://www.trump.com/residential-real-estate-portfolio/trump-towers-istanbul-turkey,Trump,"Rising majestically, these twin towers offer panoramic Bosphorus views and luxurious living.","Overlooking the Bosphorus, this luxury residence boasts stunning panoramic views, exceptional amenities, and direct access to vibrant urban life.",500000,2500000,Istanbul,Turkey,"Trump Towers Istanbul, 34360 Şişli, Istanbul, Turkey."
Trump Tower at Century City,https://www.trump.com/residential-real-estate-portfolio/trump-tower-makati-philippines,Trump,Discover unparalleled luxury with stunning panoramic views of Manila's vibrant skyline.,"Offering breathtaking views of the Manila skyline and exclusive amenities, this residence redefines luxury living in the city.",25000000,25000000,Manila,Philippines,"100 Kalayaan Avenue, Makati, Metro Manila, Philippines."
Trump Residences,https://www.trump.com/residential-real-estate-portfolio/trump-residences-oman,Trump,"Amid breathtaking mountain vistas, indulge in unparalleled luxury fused with Omani elegance.","Overlooking the stunning coastline, these residences boast expansive terraces, private pools, and unparalleled access to luxurious amenities and breathtaking views.",500000,4000000,Muscat,Oman,"Muscat, Oman."
Trump Tower,https://www.trump.com/hotels/trump-tower-jeddah,Trump,"Soaring with elegance, this skyscraper offers breathtaking Red Sea vistas.","Overlooking the Red Sea, this luxurious residence boasts breathtaking views, opulent amenities, and unparalleled access to vibrant urban life.",1500000,1200000000,Jeddah,Saudi Arabia,"1st Floor, Jeddah Corniche, Jeddah, 21577, Saudi Arabia."
The Vue,https://www.yooresidences.com/property/the-vue/,Yoo,Discover breathtaking Red Sea views from every luxurious room and balcony.,"The Vue boasts breathtaking panoramic views of the Red Sea and luxurious amenities, including a private beach and rooftop infinity pool.",3000000,2000000,Jeddah,Saudi Arabia,"Jeddah, Saudi Arabia."
The Atria,https://www.yooresidences.com/property/the-atria/,Yoo,Bask in luxurious serenity with stunning views of the iconic Dubai skyline.,The Atria boasts stunning panoramic views of the Dubai skyline and offers residents exclusive access to a private rooftop infinity pool and lush landscaped gardens.,1000000,7000000,Dubai,UAE,"Al Jaddaf, Dubai, UAE."
Mira Moon,https://www.yooresidences.com/property/mira-moon/,Yoo,A stunning fusion of modern design and mythical Chinese folklore awaits you.,"Boasting breathtaking panoramic views of Victoria Harbour, this residence features luxurious amenities and exclusive access to vibrant nightlife.",800,3000,Wanchai,Hong Kong,"388 Jaffe Road, Wanchai, Hong Kong."
The Baglioni,https://www.yooresidences.com/property/the-baglioni-marrakech/,Yoo,"Amidst Marrakech's vibrant allure, indulge in opulent tranquility with breathtaking Atlas views.","This luxurious residence boasts breathtaking views of the Atlas Mountains and offers exclusive access to a private garden oasis, enhancing the ultimate Moroccan escape.",2000,1000,Marrakech,Morocco,"Avenue de la Ménara, Marrakech 40000, Morocco"
Yoo,https://www.yooresidences.com/property/yoo-tel-aviv/,Yoo,Immerse yourself in luxury with breathtaking sea views and vibrant urban energy.,"This stunning residence boasts breathtaking Mediterranean Sea views, luxurious amenities, and direct access to vibrant beachfront culture, setting it apart.",4000000,8000000,Tel Aviv,Israel,"Yoo Tel Aviv, 5 HaYarkon St, Tel Aviv-Yafo, Israel."
Yoo,https://www.yooresidences.com/property/yoo-hyderabad/,Yoo,"A masterpiece of design, this ultra-luxurious residence boasts breathtaking skyline views.","Overlooking the stunning Hussain Sagar Lake, this residence boasts unparalleled skyline views and luxurious amenities, redefining urban living.",7000,70000,Telangana,India,"1-8-303/1, 2nd Floor, Gagan Vihar, Near Chikkadpally, Hyderabad, Telangana 500020, India."
8 CONLAY,https://www.yooresidences.com/property/8-conlay-2/,Yoo,Discover unparalleled luxury with breathtaking skyline views and exquisite architectural design.,"The 8 CONLAY boasts breathtaking panoramic views of the iconic Petronas Twin Towers and features luxurious amenities, including a sky garden and private pool.",81600000,8000000,Kuala Lumpur,Malaysia,"8 Conlay, 8 Jalan Conlay, 50450 Kuala Lumpur, Malaysia."
Yoo One,https://www.yooresidences.com/property/yoo-one/,Yoo,Discover luxurious living with breathtaking panoramic views and exquisite contemporary design.,"Overlooking the serene Mula Mutha River, this residence boasts expansive terraces, unparalleled river views, and luxurious amenities like a private infinity pool.",11500000,10000000,Pune,India,"Pune-Satara Road, Near Mhatre Bridge, Opp. Pethkar College, Pune, Maharashtra 411037."
Yoo Villas,https://www.yooresidences.com/property/yoo-villas/,Yoo,Immerse in ultra-luxurious living with private pools and serene green vistas.,"Yoo Villas in Pune offer stunning panoramic views of the Sahyadri mountains, alongside luxurious amenities and expansive private gardens.",1200000,7000000,Pune,India,
"Sky Oasis, Cotai Strip",https://www.yooresidences.com/property/sky-oasis-by-yoo/,Yoo,Elevate your lifestyle with panoramic city views from your luxurious Sky Oasis.,"Sky Oasis on the Cotai Strip boasts breathtaking skyline views, luxurious amenities, and direct access to vibrant entertainment and dining options.",3800000,5000000,Macau,China,
Khun,https://www.yooresidences.com/property/khun-by-yoo/,Yoo,Immerse yourself in luxury with stunning skyline views from every exquisite suite.,"Offering breathtaking skyline views and private access to lush green spaces, this residence uniquely combines urban luxury with nature's tranquility.",2500000,3000000,Bangkok,Thailand,"25 Sukhumvit 26, Khlong Toei, Bangkok 10110, Thailand."
Keppel Bay,https://www.yooresidences.com/property/keppel-bay/,Yoo,Where serene waterfront living meets cutting-edge design amid lush green landscapes.,"Keppel Bay boasts breathtaking waterfront views, private access to lush green parks, and exceptional amenities, redefining luxury living in Zhongshan.",2000000,-..,Zhongshan,China,"Zhongshan, China."
Sapphire,https://www.yooresidences.com/property/sapphire-residences-colombo-1/,Yoo,Bask in luxury with panoramic ocean views and exquisite contemporary design.,"Overlooking the Indian Ocean, this stunning residence boasts expansive terraces, private infinity pools, and unparalleled sunset views.",25000,..,Colombo,Sri Lanka,"24, Galle Road, Colombo 03, Sri Lanka."
Lodha Estrella,https://www.yooresidences.com/property/lodha-estrella/,Yoo,Elevate your lifestyle with designer-crafted residences boasting private sundecks and skyline views.,"Lodha Estrella boasts breathtaking panoramic views of the Arabian Sea and features private gardens, enhancing luxurious urban living.",13000000,30000000,Mumbai,India,"Ghatkopar - Mulund Link Road, Opposite Dindayal Nagar, Near Maheshwari Udyan, Mulund West, Mumbai, Maharashtra 400080, India."
Lodha Evoq,https://www.yooresidences.com/property/lodha-evoq/,Yoo,Soar to new heights in luxurious duplexes with panoramic city skyline views.,"Lodha Evoq offers breathtaking panoramic views of the Arabian Sea, along with luxurious amenities like private terraces and a rooftop infinity pool.",2,15000000,Maharashtra,India,"Lodha Place, 1, Lodha Park, D.N. Nagar, Andheri West, Mumbai, Maharashtra 400053, India."
Lodha Fiorenza,https://www.yooresidences.com/property/lodha-fiorenza/,Yoo,Discover luxurious living amidst lush greenery and breathtaking skyline views in Mumbai.,"Offering breathtaking panoramic views of the Aarey Forest, this residence features expansive terraces and luxurious amenities that redefine urban living.",1500000,15000000,Maharashtra,India,"Off Western Express Highway, Goregaon East, Mumbai, Maharashtra 400063, India."
"Masa Residents, Al Marjan Island",https://www.yooresidences.com/property/masa-residents/,Yoo,Embrace unparalleled waterfront living with panoramic sea views and exclusive serenity.,"Masa Residents offers breathtaking panoramic views of the Arabian Gulf, complemented by exclusive amenities and direct beach access.",1200000,1800000,Ras Al Khaimah,UAE,"Ras Al Khaimah, United Arab Emirates."
Loft,https://www.yooresidences.com/property/loft-niseko/,Yoo,Elevate your senses with panoramic views of majestic mountains and serene landscapes.,"The Loft in Niesko boasts breathtaking panoramic mountain views, a private outdoor hot spring, and direct access to pristine hiking trails.",10000000,..,,,
Acqua Iguazu,https://www.yooresidences.com/property/acqua-iguazu/,Yoo,Immerse yourself in a tropical oasis with stunning lagoon-style pools and lush gardens.,"Offering breathtaking views of Manila Bay and exclusive access to a private beach club, this residence redefines luxury living.",11000000,2500,Manila,Philippines,"3 Sgd. M. S. Dela Rosa St., Mandaluyong City, Metro Manila, Philippines."
The Beach,https://www.yooresidences.com/property/the-beach/,Yoo,Immerse in breathtaking oceanfront serenity with seamless indoor-outdoor luxury design.,"This stunning residence offers breathtaking panoramic ocean views, private beach access, and a serene atmosphere that fosters ultimate relaxation.",10000,1500000,Koh Samui,Thailand,"Koh Samui, Thailand."
ILIV at Grange,https://www.yooresidences.com/property/ilivgrange/,Yoo,"Elevate your lifestyle with panoramic city views and luxurious, bespoke interiors.","ILIV at Grange boasts panoramic city skyline views and private terraces, offering residents an exclusive urban oasis in Singapore.",2700000,2950000,Singapore,Singapore,"12 Grange Road, Singapore 249576."
Tribeca,https://www.yooresidences.com/property/tribeca/,Yoo,Discover an exquisite blend of modern luxury and breathtaking city skyline views.,"Overlooking the Yarra River, this residence boasts expansive balconies with breathtaking city views and exclusive rooftop amenities.",1200000,4000000,Melbourne,Australia,"2/1-3 Yarra Street, South Yarra VIC 3141."
Cape Yamu,https://www.yooresidences.com/property/cape-yamu/,Yoo,"A sanctuary of modern luxury, offering panoramic ocean views and serene exclusivity.","Cape Yamu boasts breathtaking panoramic views of Phang Nga Bay, alongside exclusive access to pristine beaches and lush tropical surroundings.",25000000,100000000,Phuket,Thailand,"Phuket, Thailand."
YOO meta,https://www.yooresidences.com/property/yoo-meta/,Yoo,Elevate your lifestyle with breathtaking panoramic views of Sydney's iconic skyline.,"Offering breathtaking harbor views and unparalleled access to vibrant city life, this residence features luxurious amenities and innovative design.",500000,9000000,Sydney,Australia,"YOO Meta, 2-4 Wentworth Street, Sydney, NSW 2000, Australia."
"YOO Residences, Keppel Bay",https://www.yooresidences.com/property/keppel-bay/,Yoo,Breathtaking waterfront views and lush greenery create an idyllic urban sanctuary.,"Offering breathtaking waterfront views and unparalleled access to vibrant urban amenities, this residence redefines luxury living in Zhongshan.",1800000,1500000,Zhongshan,China,"Zhongshan, China."
